Material_type,Core_size,Hydro_size,Surface_charge,Surface_area,Formation_enthalpy,Conduction_band,Valence_band,Electronegativity,Assay,Cell_name,Cell_species,Cell_origin,Cell_type,Exposure_time,Exposure_dose,Toxicity
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,1,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,2.5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,10,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,25,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,50,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,3,100,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,0,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,1,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,2.5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,10,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,25,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,50,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,6,100,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,0,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,1,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,2.5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,10,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,25,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,50,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,24,100,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,0,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,1,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,2.5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,10,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,25,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,50,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,48,100,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,0,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,1,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,2.5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,5,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,10,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,25,Non-Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,50,Toxic
ZnO,100,256,-6.7,13.3,-3.608,-3.89,-7.2,5.67,MTT,LT97,Human,Colon,Cancer,72,100,Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,0,Non-Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,10,Non-Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,20,Non-Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,30,Non-Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,40,Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,50,Toxic
ZnO,20.28,131,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,MTT,NCI-H460,Human,Lung,Cancer,24,60,Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,24,50,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,24,100,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,24,150,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,24,200,Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,24,250,Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,48,50,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,48,100,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,48,150,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,48,200,Non-Toxic
SnO2,44.8,52.5,-25.8,19.27029805,-5.986,-4.01,-8.01,5.81,MTT,A549,Human,Lung,Cancer,48,250,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,1200,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,600,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,300,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,150,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,75,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,37.5,Non-Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,18.75,Non-Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,HepG2,Human,Lung,Cancer,24,9.375,Non-Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,1200,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,600,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,300,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,150,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,75,Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,37.5,Non-Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,18.75,Non-Toxic
ZnO,26,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,MTT,Huh-7,Human,Liver,Cancer,24,9.375,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,0,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,10,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,20,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,40,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,60,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,80,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,100,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,150,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,0,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,10,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,20,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,40,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,60,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,80,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,100,Non-Toxic
TiO2,25.4,81.2,32.9,55.84408332,-9.779,-4.16,-7.49,5.77,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,150,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,0,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,10,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,20,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,40,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,60,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,80,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,100,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,24,150,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,0,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,10,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,20,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,40,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,60,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,80,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,100,Non-Toxic
ZrO2,31.9,93.1,42.4,33.11404477,-11.252,-3.19,-8.23,5.62,CCK-8,NIH-3T3-E1,Mouse,Embryo,Normal,48,150,Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,A549,Human,Lung,Normal,24,0,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,A549,Human,Lung,Normal,24,10,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,A549,Human,Lung,Normal,24,100,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,A549,Human,Lung,Normal,24,500,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,Calu-3,Human,Lung,Cancer,24,0,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,Calu-3,Human,Lung,Cancer,24,10,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,Calu-3,Human,Lung,Cancer,24,100,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,Calu-3,Human,Lung,Cancer,24,500,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,NIH-3T3,Mouse,Embryo,Normal,24,0,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,NIH-3T3,Mouse,Embryo,Normal,24,10,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,NIH-3T3,Mouse,Embryo,Normal,24,100,Non-Toxic
CeO2,13.04,44.13,36.16,63.72890573,-11.284,-3.8,-7.45,5.65,MTT,NIH-3T3,Mouse,Embryo,Normal,24,500,Non-Toxic
CeO2,37,138,-24,22.46013326,-11.284,-3.8,-7.45,5.65,MTT,HUVECs,Human,Umbilical vein,Normal,24,0,Non-Toxic
CeO2,37,138,-24,22.46013326,-11.284,-3.8,-7.45,5.65,MTT,HUVECs,Human,Umbilical vein,Normal,24,50,Non-Toxic
CeO2,37,138,-24,22.46013326,-11.284,-3.8,-7.45,5.65,MTT,HUVECs,Human,Umbilical vein,Normal,24,100,Non-Toxic
CeO2,37,138,-24,22.46013326,-11.284,-3.8,-7.45,5.65,MTT,HUVECs,Human,Umbilical vein,Normal,24,200,Non-Toxic
CeO2,37,138,-24,22.46013326,-11.284,-3.8,-7.45,5.65,MTT,HUVECs,Human,Umbilical vein,Normal,24,400,Non-Toxic
ZnO,6.5,7.075,-19.7,164.541341,-3.608,-3.89,-7.2,5.67,MTT,Vero,Monkey,Kidney,Normal,72,292.61,Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,0,Non-Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,5,Non-Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,10,Non-Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,15,Non-Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,20,Non-Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,25,Non-Toxic
ZnO,50,500.8,-17.5,21.39037433,-3.608,-3.89,-7.2,5.67,MTT,BV-2,Mouse,Brain,Normal,24,30,Toxic
CeO2,6.5,578,-11.1,127.8499893,-11.284,-3.8,-7.45,5.65,MTS,BEAS-2B,Human,Lung,Normal,24,25,Non-Toxic
CeO2,9.5,749,-15.3,87.4763085,-11.284,-3.8,-7.45,5.65,MTS,BEAS-2B,Human,Lung,Normal,24,25,Non-Toxic
CeO2,9.5,776,-9.7,87.4763085,-11.284,-3.8,-7.45,5.65,MTS,BEAS-2B,Human,Lung,Normal,24,25,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,6,0,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,6,100,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,6,500,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,6,1000,Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,12,0,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,12,100,Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,12,500,Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,12,1000,Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,24,0,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,24,100,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,24,500,Non-Toxic
Fe3O4,8.9,7.5,-21,130.1461976,-11.59,-5,-6.85,5.78,MTT,A549,Human,Lung,Cancer,24,1000,Toxic
Fe3O4,30,700,-43.84,38.61003861,-11.59,-5,-6.85,5.78,MTT,MFC-7,Human,Breast,Cancer,24,100,Non-Toxic
Fe3O4,30,700,-43.84,38.61003861,-11.59,-5,-6.85,5.78,MTT,MFC-7,Human,Breast,Cancer,24,200,Non-Toxic
Fe3O4,30,700,-43.84,38.61003861,-11.59,-5,-6.85,5.78,MTT,MFC-7,Human,Breast,Cancer,24,400,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,0,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,0,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,10,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,10,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,20,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,20,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,24,30,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,30,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,40,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,40,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,50,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,50,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,60,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-10A,Human,Breast,Normal,48,60,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,0,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,0,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,10,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,10,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,20,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,20,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,24,30,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,30,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,40,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,40,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,50,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,50,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,60,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,MCF-7,Human,Breast,Cancer,48,60,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,10,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,10,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,20,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,20,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,30,Non-Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,48,30,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,48,40,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,48,40,Toxic
ZnO,100,145.1,-19.45,10.69518717,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,48,50,Toxic
